Latitude,Longitude,name,.geo
36.591336604268776,75.43875615431467,Point_5020,"{""type"":""Point"",""coordinates"":[75.43875615431467,36.591336604268776]}"
25.628998155520268,92.50372635497358,Point_5021,"{""type"":""Point"",""coordinates"":[92.50372635497358,25.628998155520268]}"
18.10951265257356,76.38122709884598,Point_5022,"{""type"":""Point"",""coordinates"":[76.38122709884598,18.10951265257356]}"
10.263060545389717,85.81938233561883,Point_5023,"{""type"":""Point"",""coordinates"":[85.81938233561883,10.263060545389717]}"
24.719777906417967,68.89860379677772,Point_5024,"{""type"":""Point"",""coordinates"":[68.89860379677772,24.719777906417967]}"
12.363601984852579,81.3926636445681,Point_5025,"{""type"":""Point"",""coordinates"":[81.3926636445681,12.363601984852579]}"
33.947645974409134,75.5502561136204,Point_5026,"{""type"":""Point"",""coordinates"":[75.5502561136204,33.947645974409134]}"
31.275223360584516,70.78902992519328,Point_5027,"{""type"":""Point"",""coordinates"":[70.78902992519328,31.275223360584516]}"
17.722823883154625,74.27602206952122,Point_5028,"{""type"":""Point"",""coordinates"":[74.27602206952122,17.722823883154625]}"
9.484141993361096,68.81971304002914,Point_5029,"{""type"":""Point"",""coordinates"":[68.81971304002914,9.484141993361096]}"
12.42364860524792,95.53498475656207,Point_5030,"{""type"":""Point"",""coordinates"":[95.53498475656207,12.42364860524792]}"
16.65026558044717,70.5487929071572,Point_5031,"{""type"":""Point"",""coordinates"":[70.5487929071572,16.65026558044717]}"
33.434379302797765,87.32625431581587,Point_5032,"{""type"":""Point"",""coordinates"":[87.32625431581587,33.434379302797765]}"
35.392613381767504,72.47287314876485,Point_5033,"{""type"":""Point"",""coordinates"":[72.47287314876485,35.392613381767504]}"
10.053799293040088,87.23123050130559,Point_5034,"{""type"":""Point"",""coordinates"":[87.23123050130559,10.053799293040088]}"
28.488436198679704,85.71224257963587,Point_5035,"{""type"":""Point"",""coordinates"":[85.71224257963587,28.488436198679704]}"
26.58475691150353,81.55283378121614,Point_5036,"{""type"":""Point"",""coordinates"":[81.55283378121614,26.58475691150353]}"
21.241476304523424,88.9095728086372,Point_5037,"{""type"":""Point"",""coordinates"":[88.9095728086372,21.241476304523424]}"
32.88504814337919,81.34052589021199,Point_5038,"{""type"":""Point"",""coordinates"":[81.34052589021199,32.88504814337919]}"
25.684226108092886,71.77592631230449,Point_5039,"{""type"":""Point"",""coordinates"":[71.77592631230449,25.684226108092886]}"
27.204889290576386,87.0244213085056,Point_5040,"{""type"":""Point"",""coordinates"":[87.0244213085056,27.204889290576386]}"
21.996019375896807,78.18835818271992,Point_5041,"{""type"":""Point"",""coordinates"":[78.18835818271992,21.996019375896807]}"
31.79422826365662,82.15455400088388,Point_5042,"{""type"":""Point"",""coordinates"":[82.15455400088388,31.79422826365662]}"
9.80366069381979,74.30842299015018,Point_5043,"{""type"":""Point"",""coordinates"":[74.30842299015018,9.80366069381979]}"
13.964411842661917,83.99379706869647,Point_5044,"{""type"":""Point"",""coordinates"":[83.99379706869647,13.964411842661917]}"
11.826763109791013,95.18954304548977,Point_5045,"{""type"":""Point"",""coordinates"":[95.18954304548977,11.826763109791013]}"
12.419679075868393,93.91505663622414,Point_5046,"{""type"":""Point"",""coordinates"":[93.91505663622414,12.419679075868393]}"
35.77080337549483,78.0931421458997,Point_5047,"{""type"":""Point"",""coordinates"":[78.0931421458997,35.77080337549483]}"
8.580984774597068,88.3177759127091,Point_5048,"{""type"":""Point"",""coordinates"":[88.3177759127091,8.580984774597068]}"
11.269664717574617,95.21029191918879,Point_5049,"{""type"":""Point"",""coordinates"":[95.21029191918879,11.269664717574617]}"
16.54792033155892,89.22463147748046,Point_5050,"{""type"":""Point"",""coordinates"":[89.22463147748046,16.54792033155892]}"
25.900678000086362,80.69654576804402,Point_5051,"{""type"":""Point"",""coordinates"":[80.69654576804402,25.900678000086362]}"
27.442891098359855,86.92904279152683,Point_5052,"{""type"":""Point"",""coordinates"":[86.92904279152683,27.442891098359855]}"
21.967350912590724,92.1123861977184,Point_5053,"{""type"":""Point"",""coordinates"":[92.1123861977184,21.967350912590724]}"
21.177594175511985,85.31558621753749,Point_5054,"{""type"":""Point"",""coordinates"":[85.31558621753749,21.177594175511985]}"
26.738590297962745,96.87009851676484,Point_5055,"{""type"":""Point"",""coordinates"":[96.87009851676484,26.738590297962745]}"
27.175821892482976,72.72738595548986,Point_5056,"{""type"":""Point"",""coordinates"":[72.72738595548986,27.175821892482976]}"
32.86445476383483,85.98367695789659,Point_5057,"{""type"":""Point"",""coordinates"":[85.98367695789659,32.86445476383483]}"
16.35870806235312,72.68929609867301,Point_5058,"{""type"":""Point"",""coordinates"":[72.68929609867301,16.35870806235312]}"
9.70673072747086,76.58030882120387,Point_5059,"{""type"":""Point"",""coordinates"":[76.58030882120387,9.70673072747086]}"
24.127698525837104,94.47329062921028,Point_5060,"{""type"":""Point"",""coordinates"":[94.47329062921028,24.127698525837104]}"
22.337990673640512,69.4395802387529,Point_5061,"{""type"":""Point"",""coordinates"":[69.4395802387529,22.337990673640512]}"
30.8617945987545,74.52169373602793,Point_5062,"{""type"":""Point"",""coordinates"":[74.52169373602793,30.8617945987545]}"
35.24648506583655,70.20062732399616,Point_5063,"{""type"":""Point"",""coordinates"":[70.20062732399616,35.24648506583655]}"
23.944524521941112,74.41648987295912,Point_5064,"{""type"":""Point"",""coordinates"":[74.41648987295912,23.944524521941112]}"
25.126898300254716,91.3609354251182,Point_5065,"{""type"":""Point"",""coordinates"":[91.3609354251182,25.126898300254716]}"
36.538884809507046,70.85847185949183,Point_5066,"{""type"":""Point"",""coordinates"":[70.85847185949183,36.538884809507046]}"
13.78383005401167,68.72278259482609,Point_5067,"{""type"":""Point"",""coordinates"":[68.72278259482609,13.78383005401167]}"
26.314692514115997,73.22154474517866,Point_5068,"{""type"":""Point"",""coordinates"":[73.22154474517866,26.314692514115997]}"
22.408246422481852,76.26755112505577,Point_5069,"{""type"":""Point"",""coordinates"":[76.26755112505577,22.408246422481852]}"
33.74437638899008,68.34917610588911,Point_5070,"{""type"":""Point"",""coordinates"":[68.34917610588911,33.74437638899008]}"
20.788713832579273,94.72298284122641,Point_5071,"{""type"":""Point"",""coordinates"":[94.72298284122641,20.788713832579273]}"
23.975309711589134,85.46848564056751,Point_5072,"{""type"":""Point"",""coordinates"":[85.46848564056751,23.975309711589134]}"
13.490412982264811,96.13130312608064,Point_5073,"{""type"":""Point"",""coordinates"":[96.13130312608064,13.490412982264811]}"
30.191743738911182,74.82112544816506,Point_5074,"{""type"":""Point"",""coordinates"":[74.82112544816506,30.191743738911182]}"
28.16550625520383,69.16379092211017,Point_5075,"{""type"":""Point"",""coordinates"":[69.16379092211017,28.16550625520383]}"
29.186787952588595,75.57749189167895,Point_5076,"{""type"":""Point"",""coordinates"":[75.57749189167895,29.186787952588595]}"
34.58100641178673,87.02534306909531,Point_5077,"{""type"":""Point"",""coordinates"":[87.02534306909531,34.58100641178673]}"
33.70862508548413,74.96391025590303,Point_5078,"{""type"":""Point"",""coordinates"":[74.96391025590303,33.70862508548413]}"
11.572006556430328,73.16068274823735,Point_5079,"{""type"":""Point"",""coordinates"":[73.16068274823735,11.572006556430328]}"
27.289122982945536,77.16536968793596,Point_5080,"{""type"":""Point"",""coordinates"":[77.16536968793596,27.289122982945536]}"
13.84199544941985,93.29927055777745,Point_5081,"{""type"":""Point"",""coordinates"":[93.29927055777745,13.84199544941985]}"
27.807548900527884,90.82771109924641,Point_5082,"{""type"":""Point"",""coordinates"":[90.82771109924641,27.807548900527884]}"
19.652155446547503,81.29902695533934,Point_5083,"{""type"":""Point"",""coordinates"":[81.29902695533934,19.652155446547503]}"
22.946164326741933,81.17920480757826,Point_5084,"{""type"":""Point"",""coordinates"":[81.17920480757826,22.946164326741933]}"
19.243282520985346,68.48872643503506,Point_5085,"{""type"":""Point"",""coordinates"":[68.48872643503506,19.243282520985346]}"
22.441710575914666,82.6671450882855,Point_5086,"{""type"":""Point"",""coordinates"":[82.6671450882855,22.441710575914666]}"
33.99272959720018,73.9051197349242,Point_5087,"{""type"":""Point"",""coordinates"":[73.9051197349242,33.99272959720018]}"
32.30298239322997,68.34809287484569,Point_5088,"{""type"":""Point"",""coordinates"":[68.34809287484569,32.30298239322997]}"
20.118193041382327,68.29037747129111,Point_5089,"{""type"":""Point"",""coordinates"":[68.29037747129111,20.118193041382327]}"
10.348351604984527,92.21273083154814,Point_5090,"{""type"":""Point"",""coordinates"":[92.21273083154814,10.348351604984527]}"
13.033950032730946,76.50353730124705,Point_5091,"{""type"":""Point"",""coordinates"":[76.50353730124705,13.033950032730946]}"
28.76625803549485,72.56482811550728,Point_5092,"{""type"":""Point"",""coordinates"":[72.56482811550728,28.76625803549485]}"
14.82058874462426,80.72198290339419,Point_5093,"{""type"":""Point"",""coordinates"":[80.72198290339419,14.82058874462426]}"
12.902890325225476,90.04387087574867,Point_5094,"{""type"":""Point"",""coordinates"":[90.04387087574867,12.902890325225476]}"
11.63117748784947,86.02561572879266,Point_5095,"{""type"":""Point"",""coordinates"":[86.02561572879266,11.63117748784947]}"
35.10676926879131,70.12417768291745,Point_5096,"{""type"":""Point"",""coordinates"":[70.12417768291745,35.10676926879131]}"
23.444266012571607,82.61897397525127,Point_5097,"{""type"":""Point"",""coordinates"":[82.61897397525127,23.444266012571607]}"
22.750186018033407,69.05463023379342,Point_5098,"{""type"":""Point"",""coordinates"":[69.05463023379342,22.750186018033407]}"
16.38015512139227,88.47384622755298,Point_5099,"{""type"":""Point"",""coordinates"":[88.47384622755298,16.38015512139227]}"
35.525207619043556,80.01383602165264,Point_5100,"{""type"":""Point"",""coordinates"":[80.01383602165264,35.525207619043556]}"
17.311684203214643,75.87443859949177,Point_5101,"{""type"":""Point"",""coordinates"":[75.87443859949177,17.311684203214643]}"
31.333995402720895,86.5470650622171,Point_5102,"{""type"":""Point"",""coordinates"":[86.5470650622171,31.333995402720895]}"
27.160309756645372,71.98007164121006,Point_5103,"{""type"":""Point"",""coordinates"":[71.98007164121006,27.160309756645372]}"
26.135956561213224,89.04883285253106,Point_5104,"{""type"":""Point"",""coordinates"":[89.04883285253106,26.135956561213224]}"
33.81062700015748,94.378147584076,Point_5105,"{""type"":""Point"",""coordinates"":[94.378147584076,33.81062700015748]}"
28.86536109724677,74.99177892205353,Point_5106,"{""type"":""Point"",""coordinates"":[74.99177892205353,28.86536109724677]}"
8.580066748741615,73.21237083775802,Point_5107,"{""type"":""Point"",""coordinates"":[73.21237083775802,8.580066748741615]}"
28.517416826332177,69.22126554316786,Point_5108,"{""type"":""Point"",""coordinates"":[69.22126554316786,28.517416826332177]}"
28.823134574637105,88.54663428102297,Point_5109,"{""type"":""Point"",""coordinates"":[88.54663428102297,28.823134574637105]}"
20.87905022988854,89.00368910229295,Point_5110,"{""type"":""Point"",""coordinates"":[89.00368910229295,20.87905022988854]}"
23.324241596275435,78.88733282375847,Point_5111,"{""type"":""Point"",""coordinates"":[78.88733282375847,23.324241596275435]}"
31.32339211119859,72.43295926034942,Point_5112,"{""type"":""Point"",""coordinates"":[72.43295926034942,31.32339211119859]}"
10.376342182634936,71.41595783433779,Point_5113,"{""type"":""Point"",""coordinates"":[71.41595783433779,10.376342182634936]}"
36.92782755559683,81.52061451434048,Point_5114,"{""type"":""Point"",""coordinates"":[81.52061451434048,36.92782755559683]}"
35.178016598051116,77.89134091239663,Point_5115,"{""type"":""Point"",""coordinates"":[77.89134091239663,35.178016598051116]}"
29.349836019113944,78.47304738634155,Point_5116,"{""type"":""Point"",""coordinates"":[78.47304738634155,29.349836019113944]}"
16.20614104501105,80.28796886624917,Point_5117,"{""type"":""Point"",""coordinates"":[80.28796886624917,16.20614104501105]}"
32.79921014520649,88.02426246611115,Point_5118,"{""type"":""Point"",""coordinates"":[88.02426246611115,32.79921014520649]}"
18.51665832607592,83.89825566974774,Point_5119,"{""type"":""Point"",""coordinates"":[83.89825566974774,18.51665832607592]}"
21.52614170459436,89.92232716059112,Point_5120,"{""type"":""Point"",""coordinates"":[89.92232716059112,21.52614170459436]}"
20.51570726762138,85.36740671494833,Point_5121,"{""type"":""Point"",""coordinates"":[85.36740671494833,20.51570726762138]}"
17.737773706330522,89.44690208713588,Point_5122,"{""type"":""Point"",""coordinates"":[89.44690208713588,17.737773706330522]}"
31.2467001729919,76.00557995321981,Point_5123,"{""type"":""Point"",""coordinates"":[76.00557995321981,31.2467001729919]}"
35.56558568734803,81.65200736940476,Point_5124,"{""type"":""Point"",""coordinates"":[81.65200736940476,35.56558568734803]}"
9.669671446036055,86.9343633048121,Point_5125,"{""type"":""Point"",""coordinates"":[86.9343633048121,9.669671446036055]}"
36.39425177958097,95.05928454796194,Point_5126,"{""type"":""Point"",""coordinates"":[95.05928454796194,36.39425177958097]}"
15.24196984184007,76.26294796599697,Point_5127,"{""type"":""Point"",""coordinates"":[76.26294796599697,15.24196984184007]}"
12.41646139560817,69.39241463439863,Point_5128,"{""type"":""Point"",""coordinates"":[69.39241463439863,12.41646139560817]}"
25.099956719905634,89.84323348344623,Point_5129,"{""type"":""Point"",""coordinates"":[89.84323348344623,25.099956719905634]}"
28.10096472501217,88.25310813361102,Point_5130,"{""type"":""Point"",""coordinates"":[88.25310813361102,28.10096472501217]}"
31.104963450708933,95.64948015467705,Point_5131,"{""type"":""Point"",""coordinates"":[95.64948015467705,31.104963450708933]}"
10.227537095700011,87.30600103685447,Point_5132,"{""type"":""Point"",""coordinates"":[87.30600103685447,10.227537095700011]}"
12.915845272228129,70.3673154138571,Point_5133,"{""type"":""Point"",""coordinates"":[70.3673154138571,12.915845272228129]}"
15.87004541249172,72.82706420832548,Point_5134,"{""type"":""Point"",""coordinates"":[72.82706420832548,15.87004541249172]}"
14.180492239488803,71.55236475745636,Point_5135,"{""type"":""Point"",""coordinates"":[71.55236475745636,14.180492239488803]}"
10.74670634392289,79.78560679940892,Point_5136,"{""type"":""Point"",""coordinates"":[79.78560679940892,10.74670634392289]}"
9.325972866469304,92.66233520565618,Point_5137,"{""type"":""Point"",""coordinates"":[92.66233520565618,9.325972866469304]}"
14.63473258429502,92.35869113564956,Point_5138,"{""type"":""Point"",""coordinates"":[92.35869113564956,14.63473258429502]}"
13.041250265855862,84.18844545918111,Point_5139,"{""type"":""Point"",""coordinates"":[84.18844545918111,13.041250265855862]}"
23.621351614313195,70.89479604377121,Point_5140,"{""type"":""Point"",""coordinates"":[70.89479604377121,23.621351614313195]}"
30.86012482635447,77.54597611061163,Point_5141,"{""type"":""Point"",""coordinates"":[77.54597611061163,30.86012482635447]}"
35.923136490230576,93.17808511879049,Point_5142,"{""type"":""Point"",""coordinates"":[93.17808511879049,35.923136490230576]}"
24.23885445311464,93.98609108113875,Point_5143,"{""type"":""Point"",""coordinates"":[93.98609108113875,24.23885445311464]}"
9.038204808772376,80.14407249312053,Point_5144,"{""type"":""Point"",""coordinates"":[80.14407249312053,9.038204808772376]}"
33.067408218147094,96.93267329986826,Point_5145,"{""type"":""Point"",""coordinates"":[96.93267329986826,33.067408218147094]}"
20.782719584032343,82.41212807714714,Point_5146,"{""type"":""Point"",""coordinates"":[82.41212807714714,20.782719584032343]}"
30.11396832478003,93.42361026031259,Point_5147,"{""type"":""Point"",""coordinates"":[93.42361026031259,30.11396832478003]}"
36.34892726150824,90.93294385221411,Point_5148,"{""type"":""Point"",""coordinates"":[90.93294385221411,36.34892726150824]}"
36.678279049961574,86.04829631840259,Point_5149,"{""type"":""Point"",""coordinates"":[86.04829631840259,36.678279049961574]}"
31.318290874086053,93.70359041730592,Point_5150,"{""type"":""Point"",""coordinates"":[93.70359041730592,31.318290874086053]}"
24.080063522221728,81.38195405111028,Point_5151,"{""type"":""Point"",""coordinates"":[81.38195405111028,24.080063522221728]}"
29.735855639174755,76.47717297730772,Point_5152,"{""type"":""Point"",""coordinates"":[76.47717297730772,29.735855639174755]}"
15.943715104153114,69.08078225533043,Point_5153,"{""type"":""Point"",""coordinates"":[69.08078225533043,15.943715104153114]}"
29.790788025616365,85.77609416100937,Point_5154,"{""type"":""Point"",""coordinates"":[85.77609416100937,29.790788025616365]}"
23.528575506092274,70.34013581717149,Point_5155,"{""type"":""Point"",""coordinates"":[70.34013581717149,23.528575506092274]}"
35.83481425989741,69.41922671755215,Point_5156,"{""type"":""Point"",""coordinates"":[69.41922671755215,35.83481425989741]}"
29.292568080074314,84.0987176967216,Point_5157,"{""type"":""Point"",""coordinates"":[84.0987176967216,29.292568080074314]}"
23.883740867521553,89.82510864318922,Point_5158,"{""type"":""Point"",""coordinates"":[89.82510864318922,23.883740867521553]}"
33.09700342196284,76.32464246519955,Point_5159,"{""type"":""Point"",""coordinates"":[76.32464246519955,33.09700342196284]}"
21.520396997453176,69.72076143404217,Point_5160,"{""type"":""Point"",""coordinates"":[69.72076143404217,21.520396997453176]}"
34.378033532852115,73.5863095440133,Point_5161,"{""type"":""Point"",""coordinates"":[73.5863095440133,34.378033532852115]}"
13.795796270269157,81.663292351782,Point_5162,"{""type"":""Point"",""coordinates"":[81.663292351782,13.795796270269157]}"
23.48215214564585,71.03547468002435,Point_5163,"{""type"":""Point"",""coordinates"":[71.03547468002435,23.48215214564585]}"
8.68853693042195,69.80046330240536,Point_5164,"{""type"":""Point"",""coordinates"":[69.80046330240536,8.68853693042195]}"
32.12011887084445,69.6304453002506,Point_5165,"{""type"":""Point"",""coordinates"":[69.6304453002506,32.12011887084445]}"
27.654473157566862,71.41244896114978,Point_5166,"{""type"":""Point"",""coordinates"":[71.41244896114978,27.654473157566862]}"
24.88127268564027,93.03176834831312,Point_5167,"{""type"":""Point"",""coordinates"":[93.03176834831312,24.88127268564027]}"
8.622489582830928,70.55856835618093,Point_5168,"{""type"":""Point"",""coordinates"":[70.55856835618093,8.622489582830928]}"
14.089833378320105,83.126220102664,Point_5169,"{""type"":""Point"",""coordinates"":[83.126220102664,14.089833378320105]}"
15.691560654290015,86.53322753267072,Point_5170,"{""type"":""Point"",""coordinates"":[86.53322753267072,15.691560654290015]}"
28.341048917492657,86.1358329368039,Point_5171,"{""type"":""Point"",""coordinates"":[86.1358329368039,28.341048917492657]}"
9.336383013520603,90.89660334551701,Point_5172,"{""type"":""Point"",""coordinates"":[90.89660334551701,9.336383013520603]}"
33.80088142712091,96.20433743436872,Point_5173,"{""type"":""Point"",""coordinates"":[96.20433743436872,33.80088142712091]}"
14.062456526306239,83.54956541211291,Point_5174,"{""type"":""Point"",""coordinates"":[83.54956541211291,14.062456526306239]}"
27.440128156247166,92.61381381427874,Point_5175,"{""type"":""Point"",""coordinates"":[92.61381381427874,27.440128156247166]}"
8.181884925165344,74.22176773908606,Point_5176,"{""type"":""Point"",""coordinates"":[74.22176773908606,8.181884925165344]}"
23.334209022157584,77.93635404984471,Point_5177,"{""type"":""Point"",""coordinates"":[77.93635404984471,23.334209022157584]}"
23.754232315545757,82.83749177296474,Point_5178,"{""type"":""Point"",""coordinates"":[82.83749177296474,23.754232315545757]}"
19.747201437908657,75.82940672092924,Point_5179,"{""type"":""Point"",""coordinates"":[75.82940672092924,19.747201437908657]}"
31.03716209839503,78.17729458675475,Point_5180,"{""type"":""Point"",""coordinates"":[78.17729458675475,31.03716209839503]}"
19.204993986336284,86.78541689974135,Point_5181,"{""type"":""Point"",""coordinates"":[86.78541689974135,19.204993986336284]}"
19.467831036414097,94.82022156162452,Point_5182,"{""type"":""Point"",""coordinates"":[94.82022156162452,19.467831036414097]}"
12.082151220925802,76.71018420846134,Point_5183,"{""type"":""Point"",""coordinates"":[76.71018420846134,12.082151220925802]}"
26.464490715347566,85.17269071507425,Point_5184,"{""type"":""Point"",""coordinates"":[85.17269071507425,26.464490715347566]}"
28.63979977688291,70.20641100426712,Point_5185,"{""type"":""Point"",""coordinates"":[70.20641100426712,28.63979977688291]}"
33.30521291642795,69.64090566263906,Point_5186,"{""type"":""Point"",""coordinates"":[69.64090566263906,33.30521291642795]}"
16.475200528072197,86.2931317713215,Point_5187,"{""type"":""Point"",""coordinates"":[86.2931317713215,16.475200528072197]}"
25.399596240973572,85.31560652629251,Point_5188,"{""type"":""Point"",""coordinates"":[85.31560652629251,25.399596240973572]}"
23.443085581128834,88.15891526165416,Point_5189,"{""type"":""Point"",""coordinates"":[88.15891526165416,23.443085581128834]}"
31.30138296294634,91.55484559369663,Point_5190,"{""type"":""Point"",""coordinates"":[91.55484559369663,31.30138296294634]}"
36.24004510122405,92.43597060294508,Point_5191,"{""type"":""Point"",""coordinates"":[92.43597060294508,36.24004510122405]}"
29.74890135873586,87.3905494700395,Point_5192,"{""type"":""Point"",""coordinates"":[87.3905494700395,29.74890135873586]}"
28.099084842104702,68.92432128365652,Point_5193,"{""type"":""Point"",""coordinates"":[68.92432128365652,28.099084842104702]}"
8.367827613568577,89.37698160202568,Point_5194,"{""type"":""Point"",""coordinates"":[89.37698160202568,8.367827613568577]}"
23.326900632250435,93.63447002930204,Point_5195,"{""type"":""Point"",""coordinates"":[93.63447002930204,23.326900632250435]}"
31.817069714423287,84.52070674626721,Point_5196,"{""type"":""Point"",""coordinates"":[84.52070674626721,31.817069714423287]}"
13.402280157288786,78.48421705633505,Point_5197,"{""type"":""Point"",""coordinates"":[78.48421705633505,13.402280157288786]}"
27.582140939856743,91.52142798653503,Point_5198,"{""type"":""Point"",""coordinates"":[91.52142798653503,27.582140939856743]}"
33.077614998954,78.09281216734858,Point_5199,"{""type"":""Point"",""coordinates"":[78.09281216734858,33.077614998954]}"
34.1483331073303,91.4412540951655,Point_5200,"{""type"":""Point"",""coordinates"":[91.4412540951655,34.1483331073303]}"
8.575481456998252,69.38874046880511,Point_5201,"{""type"":""Point"",""coordinates"":[69.38874046880511,8.575481456998252]}"
17.889644024008057,87.0571838975632,Point_5202,"{""type"":""Point"",""coordinates"":[87.0571838975632,17.889644024008057]}"
36.153929712866244,93.1841581652606,Point_5203,"{""type"":""Point"",""coordinates"":[93.1841581652606,36.153929712866244]}"
34.46388561391245,90.7800054384695,Point_5204,"{""type"":""Point"",""coordinates"":[90.7800054384695,34.46388561391245]}"
35.10187848411741,69.21940716369414,Point_5205,"{""type"":""Point"",""coordinates"":[69.21940716369414,35.10187848411741]}"
18.95793841762829,87.51187284963913,Point_5206,"{""type"":""Point"",""coordinates"":[87.51187284963913,18.95793841762829]}"
32.375766631761635,71.4584967255566,Point_5207,"{""type"":""Point"",""coordinates"":[71.4584967255566,32.375766631761635]}"
30.439671460055973,71.1924164275146,Point_5208,"{""type"":""Point"",""coordinates"":[71.1924164275146,30.439671460055973]}"
20.21597231757744,80.66519212972219,Point_5209,"{""type"":""Point"",""coordinates"":[80.66519212972219,20.21597231757744]}"
27.876624256538406,95.42506760718048,Point_5210,"{""type"":""Point"",""coordinates"":[95.42506760718048,27.876624256538406]}"
23.188010170590694,74.86915109516328,Point_5211,"{""type"":""Point"",""coordinates"":[74.86915109516328,23.188010170590694]}"
13.76844186929447,93.57540014661092,Point_5212,"{""type"":""Point"",""coordinates"":[93.57540014661092,13.76844186929447]}"
33.727956528157634,80.33680307709564,Point_5213,"{""type"":""Point"",""coordinates"":[80.33680307709564,33.727956528157634]}"
34.51295445678133,71.97335201311405,Point_5214,"{""type"":""Point"",""coordinates"":[71.97335201311405,34.51295445678133]}"
22.24534235280769,78.90294363096349,Point_5215,"{""type"":""Point"",""coordinates"":[78.90294363096349,22.24534235280769]}"
21.932161256281766,70.87537478313986,Point_5216,"{""type"":""Point"",""coordinates"":[70.87537478313986,21.932161256281766]}"
21.58008780617255,84.85583717962139,Point_5217,"{""type"":""Point"",""coordinates"":[84.85583717962139,21.58008780617255]}"
15.34439483944993,69.31775422869521,Point_5218,"{""type"":""Point"",""coordinates"":[69.31775422869521,15.34439483944993]}"
14.092169846800164,92.25535305468077,Point_5219,"{""type"":""Point"",""coordinates"":[92.25535305468077,14.092169846800164]}"
33.75029899308102,93.22153260599772,Point_5220,"{""type"":""Point"",""coordinates"":[93.22153260599772,33.75029899308102]}"
29.497942165355397,77.39087295110902,Point_5221,"{""type"":""Point"",""coordinates"":[77.39087295110902,29.497942165355397]}"
26.882131371925436,85.02394860915963,Point_5222,"{""type"":""Point"",""coordinates"":[85.02394860915963,26.882131371925436]}"
11.782393906320202,79.33136028362182,Point_5223,"{""type"":""Point"",""coordinates"":[79.33136028362182,11.782393906320202]}"
18.203110288026828,87.91335890396128,Point_5224,"{""type"":""Point"",""coordinates"":[87.91335890396128,18.203110288026828]}"
26.907194217493746,89.4683087733413,Point_5225,"{""type"":""Point"",""coordinates"":[89.4683087733413,26.907194217493746]}"
25.86288342914449,86.94863986254063,Point_5226,"{""type"":""Point"",""coordinates"":[86.94863986254063,25.86288342914449]}"
33.69076967210515,74.76902148251777,Point_5227,"{""type"":""Point"",""coordinates"":[74.76902148251777,33.69076967210515]}"
30.549366077922755,79.34527917929049,Point_5228,"{""type"":""Point"",""coordinates"":[79.34527917929049,30.549366077922755]}"
35.40989847456312,81.81822413359964,Point_5229,"{""type"":""Point"",""coordinates"":[81.81822413359964,35.40989847456312]}"
11.42933948041513,75.21324621811318,Point_5230,"{""type"":""Point"",""coordinates"":[75.21324621811318,11.42933948041513]}"
16.727281477966454,83.59129316807514,Point_5231,"{""type"":""Point"",""coordinates"":[83.59129316807514,16.727281477966454]}"
29.980220676596144,94.10645873217794,Point_5232,"{""type"":""Point"",""coordinates"":[94.10645873217794,29.980220676596144]}"
